#{"t_start": 1761561634.0887206, "env_id": "None"}
r,l,t
0.5,6,21.208348
0.5,6,21.211349
0.9,2,21.213355
0.8,3,21.216353
0.7,4,21.221353
0.3,8,21.226353
-0.1,12,21.235861
0.7,4,21.238862
0.8,3,21.239861
0.4,7,21.247895
0.8,3,21.250896
0.6,5,21.253896
0.1,10,21.262897
0.8,3,21.263894
0.7,4,21.268861
1.0,1,21.270861
0.6,5,21.273861
0.6,5,21.276861
0.7,4,21.281863
0.6,5,21.285889
0.9,2,21.288858
1.0,1,21.288858
0.7,4,21.291859
-0.2,13,21.300859
1.0,1,21.304861
0.8,3,21.305861
0.6,5,21.310862
0.6,5,21.314868
0.8,3,21.317902
0.4,7,21.321868
0.9,2,21.324866
0.9,2,21.324866
0.9,2,21.327376
0.9,2,21.328374
1.0,1,21.332375
0.6,5,21.335374
0.8,3,21.338375
0.8,3,21.339374
0.9,2,21.341375
0.6,5,21.344372
0.4,7,21.35041
0.7,4,21.354409
0.8,3,21.357377
0.9,2,21.359376
0.6,5,21.365414
0.3,8,21.372374
1.0,1,21.374374
0.9,2,21.375374
1.0,1,21.375374
0.5,6,21.381375
0.8,3,21.384373
0.5,6,21.388372
-0.3,14,21.399375
0.7,4,21.402375
0.2,9,21.411374
0.3,8,21.41738
0.7,4,21.42038
0.6,5,21.425381
0.3,8,21.433738
0.9,2,21.436735
1.0,1,21.437735
0.4,7,21.443735
1.0,1,21.443735
0.6,5,21.447735
0.8,3,21.452735
0.5,6,21.457736
1.0,1,21.459735
1.0,1,21.460737
0.5,6,21.464735
0.5,6,21.469736
0.5,6,21.473737
0.8,3,21.476737
1.0,1,21.476737
0.7,4,21.479737
0.9,2,21.483737
1.0,1,21.484737
0.8,3,21.487738
0.6,5,21.492734
1.0,1,21.492734
1.0,1,21.495737
0.8,3,21.496736
0.8,3,21.498735
0.9,2,21.500735
0.8,3,21.502741
1.0,1,21.506739
0.7,4,21.510742
0.5,6,21.515775
0.0,11,21.527347
1.0,1,21.527347
0.8,3,21.530319
1.0,1,21.531347
0.9,2,21.53432
0.3,8,21.53932
0.9,2,21.540319
0.6,5,21.54532
0.9,2,21.548319
0.7,4,21.551319
0.6,5,21.554317
0.7,4,21.557317
0.5,6,21.564316
0.8,3,21.565321
1.0,1,21.568318
0.8,3,21.569319
0.3,8,21.575352
0.9,2,21.579319
0.9,2,21.580319
0.6,5,21.58632
0.9,2,21.587322
0.7,4,21.591353
0.5,6,21.597317
1.0,1,21.598317
0.4,7,21.60332
0.8,3,21.604319
1.0,1,21.605319
0.3,8,21.613322
1.0,1,21.613322
1.0,1,21.614325
0.8,3,21.616325
0.9,2,21.617324
1.0,1,21.619325
0.3,8,21.624324
0.0,11,21.632584
0.9,2,21.636557
1.0,1,21.636557
0.5,6,21.644586
1.0,1,21.645585
0.9,2,21.645585
0.8,3,21.648587
0.4,7,21.65359
0.5,6,21.657584
0.2,9,21.666552
0.2,9,21.673554
0.1,10,21.680585
0.2,9,21.689584
0.9,2,21.692551
0.7,4,21.695551
0.8,3,21.697552
0.5,6,21.700552
1.0,1,21.702551
1.0,1,21.703551
0.5,6,21.706554
1.0,1,21.709551
0.7,4,21.713574
0.1,10,21.721576
0.7,4,21.727082
0.2,9,21.734088
0.8,3,21.736088
0.3,8,21.744089
1.0,1,21.745088
0.6,5,21.75109
0.9,2,21.75209
0.5,6,21.758091
0.9,2,21.759091
0.8,3,21.762116
0.9,2,21.765088
0.8,3,21.767088
0.9,2,21.771091
0.9,2,21.771091
1.0,1,21.772089
0.4,7,21.779121
1.0,1,21.780087
0.6,5,21.786088
-0.1,12,21.796116
0.4,7,21.801088
0.9,2,21.805089
0.8,3,21.80809
0.4,7,21.812093
0.7,4,21.815095
0.8,3,21.818094
0.6,5,21.822122
0.5,6,21.828597
1.0,1,21.829601
0.6,5,21.8326
0.5,6,21.8376
0.6,5,21.8436
0.5,6,21.8506
0.5,6,21.854627
0.2,9,21.862633
0.8,3,21.866633
0.4,7,21.872598
0.6,5,21.876597
0.4,7,21.882598
0.5,6,21.886597
0.4,7,21.891598
0.5,6,21.898597
1.0,1,21.898597
0.9,2,21.899597
0.3,8,21.904597
0.5,6,21.909597
0.7,4,21.912607
0.5,6,21.917602
0.5,6,21.924632
0.6,5,21.929218
0.4,7,21.935215
0.5,6,21.941187
1.0,1,21.943187
0.9,2,21.94419
1.0,1,21.94419
0.9,2,21.948186
0.5,6,21.953184
1.0,1,21.955185
0.8,3,21.956184
0.9,2,21.959186
0.8,3,21.962185
0.0,11,21.971184
0.4,7,21.977189
0.7,4,21.981186
0.8,3,21.984215
0.5,6,21.988215
1.0,1,21.991215
0.7,4,21.995215
0.9,2,21.996188
0.5,6,22.002218
1.0,1,22.002218
0.4,7,22.011187
1.0,1,22.011187
0.5,6,22.014193
0.3,8,22.020193
0.4,7,22.0267
0.7,4,22.029708
0.3,8,22.036706
0.6,5,22.040741
0.7,4,22.044734
0.9,2,22.04674
0.6,5,22.052706
0.7,4,22.055707
1.0,1,22.055707
0.8,3,22.057706
0.9,2,22.061734
0.5,6,22.065707
0.4,7,22.071705
0.7,4,22.073706
0.7,4,22.076706
1.0,1,22.076706
0.5,6,22.083709
0.5,6,22.088706
1.0,1,22.089748
0.6,5,22.095704
0.9,2,22.096704
0.9,2,22.098704
0.4,7,22.103713
1.0,1,22.106706
1.0,1,22.107707
-0.4,15,22.118741
0.8,3,22.121739
0.6,5,22.127243
0.8,3,22.128249
0.8,3,22.130249
0.6,5,22.134249
0.4,7,22.141249
0.6,5,22.146286
1.0,1,22.148263
0.5,6,22.153277
0.4,7,22.158246
0.7,4,22.163247
0.8,3,22.166278
0.6,5,22.169251
0.1,10,22.17725
0.7,4,22.180246
0.5,6,22.186246
0.5,6,22.190248
0.9,2,22.193246
-0.2,13,22.202287
1.0,1,22.202287
1.0,1,22.206277
0.8,3,22.207283
1.0,1,22.209314
0.7,4,22.213257
1.0,1,22.213257
0.7,4,22.218253
0.7,4,22.222289
0.3,8,22.229767
0.9,2,22.229767
1.0,1,22.232765
0.9,2,22.234766
1.0,1,22.234766
0.3,8,22.240765
0.5,6,22.248795
0.5,6,22.252764
0.8,3,22.256766
0.6,5,22.26077
0.9,2,22.263764
0.1,10,22.269764
0.9,2,22.272764
0.6,5,22.277795
0.6,5,22.281765
0.5,6,22.287765
0.4,7,22.294767
1.0,1,22.295769
0.6,5,22.299767
1.0,1,22.299767
0.8,3,22.303768
0.9,2,22.306767
0.6,5,22.310764
1.0,1,22.312773
0.9,2,22.315775
1.0,1,22.315775
1.0,1,22.315775
0.9,2,22.318774
0.5,6,22.322773
0.9,2,22.325774
0.9,2,22.326775
0.9,2,22.331193
1.0,1,22.332194
0.5,6,22.337197
0.7,4,22.341198
0.6,5,22.348198
1.0,1,22.349199
0.7,4,22.352195
0.5,6,22.357196
1.0,1,22.360194
0.7,4,22.363195
0.8,3,22.365196
0.6,5,22.370193
0.9,2,22.372195
0.2,9,22.379199
0.4,7,22.385198
0.9,2,22.387198
0.4,7,22.393197
0.8,3,22.397192
1.0,1,22.397192
0.6,5,22.404225
1.0,1,22.404225
0.6,5,22.408194
0.6,5,22.413198
1.0,1,22.415201
1.0,1,22.4162
1.0,1,22.4162
0.7,4,22.4202
-0.1,12,22.431736
1.0,1,22.431736
0.7,4,22.434738
0.9,2,22.437767
0.5,6,22.440738
0.4,7,22.447737
0.5,6,22.454738
0.4,7,22.458738
0.7,4,22.461736
1.0,1,22.463736
0.8,3,22.464736
0.2,9,22.472736
0.7,4,22.476736
0.9,2,22.476736
0.7,4,22.479736
0.7,4,22.484775
0.5,6,22.490772
1.0,1,22.490772
0.5,6,22.494772
0.1,10,22.504739
0.8,3,22.507739
0.6,5,22.511739
0.8,3,22.514744
0.4,7,22.519772
0.3,8,22.525772
0.4,7,22.532969
0.4,7,22.53797
0.5,6,22.54197
0.6,5,22.546975
0.9,2,22.547975
0.6,5,22.552969
0.9,2,22.55597
0.8,3,22.557968
0.2,9,22.564981
1.0,1,22.564981
0.4,7,22.571968
0.9,2,22.572968
0.8,3,22.574967
0.8,3,22.577967
0.5,6,22.581998
0.7,4,22.583997
1.0,1,22.58697
0.8,3,22.58797
0.6,5,22.59397
1.0,1,22.594971
0.5,6,22.599998
0.9,2,22.601998
0.1,10,22.608997
0.7,4,22.61201
1.0,1,22.614977
0.5,6,22.620003
0.6,5,22.625003
0.6,5,22.630231
0.9,2,22.631235
0.7,4,22.634203
0.0,11,22.646204
1.0,1,22.646204
0.7,4,22.650204
-0.1,12,22.660202
1.0,1,22.660202
0.3,8,22.666203
0.5,6,22.671203
0.4,7,22.6772
1.0,1,22.6772
-0.1,12,22.6862
0.6,5,22.693202
0.6,5,22.697203
0.8,3,22.700202
0.7,4,22.703202
0.9,2,22.706203
0.6,5,22.7102
1.0,1,22.711204
0.9,2,22.71421
0.9,2,22.715209
0.9,2,22.718245
1.0,1,22.720211
0.8,3,22.72321
0.6,5,22.72621
0.1,10,22.732724
0.9,2,22.734725
0.8,3,22.737727
0.6,5,22.742724
1.0,1,22.742724
0.8,3,22.745761
1.0,1,22.746758
1.0,1,22.748761
0.9,2,22.750753
1.0,1,22.751758
0.9,2,22.754758
0.8,3,22.755763
0.5,6,22.761759
0.9,2,22.761759
0.4,7,22.768724
0.5,6,22.776758
-0.1,12,22.785727
0.1,10,22.793725
0.8,3,22.796725
-0.4,15,22.807754
0.2,9,22.814757
0.6,5,22.818756
0.8,3,22.820756
1.0,1,22.821756
0.5,6,22.827257
0.5,6,22.831261
0.8,3,22.834297
0.6,5,22.839291
0.7,4,22.842292
0.4,7,22.848264
0.5,6,22.853263
0.5,6,22.85926
0.9,2,22.85926
0.6,5,22.864293
0.8,3,22.865296
0.6,5,22.87029
1.0,1,22.87029
1.0,1,22.872262
0.8,3,22.875304
0.5,6,22.878307
1.0,1,22.881264
0.3,8,22.888263
1.0,1,22.888263
0.9,2,22.889263
0.5,6,22.894291
0.5,6,22.898263
0.5,6,22.904292
0.5,6,22.909266
0.9,2,22.913302
0.9,2,22.914301
0.7,4,22.917284
1.0,1,22.920275
0.8,3,22.922306
0.5,6,22.928782
0.8,3,22.931782
0.1,10,22.939781
0.3,8,22.946785
1.0,1,22.949784
0.5,6,22.954784
0.7,4,22.957784
0.4,7,22.965784
0.8,3,22.966782
1.0,1,22.968782
0.6,5,22.971782
0.8,3,22.974785
0.5,6,22.978784
0.9,2,22.980784
0.9,2,22.982783
1.0,1,22.983817
0.6,5,22.988817
0.0,11,22.997783
1.0,1,23.000784
0.2,9,23.008784
0.3,8,23.014784
0.5,6,23.017784
0.8,3,23.019784
0.9,2,23.022787
0.5,6,23.028299
0.7,4,23.031299
1.0,1,23.031299
0.5,6,23.036299
1.0,1,23.036299
0.4,7,23.044299
0.3,8,23.051327
1.0,1,23.052332
0.8,3,23.054299
1.0,1,23.055299
0.5,6,23.062298
0.3,8,23.067299
0.6,5,23.072302
0.7,4,23.075302
0.8,3,23.078302
0.8,3,23.079299
1.0,1,23.082299
0.2,9,23.089326
0.8,3,23.092298
0.4,7,23.095299
1.0,1,23.099301
0.5,6,23.103302
0.8,3,23.105302
0.7,4,23.108301
0.4,7,23.113312
0.5,6,23.118338
0.5,6,23.126305
1.0,1,23.126305
0.8,3,23.129458
0.4,7,23.133486
-0.2,13,23.146458
-0.3,14,23.157459
0.6,5,23.160458
0.0,11,23.169495
0.7,4,23.173492
1.0,1,23.173492
1.0,1,23.176492
0.6,5,23.179492
-0.1,12,23.187495
0.6,5,23.191497
1.0,1,23.193459
0.9,2,23.196493
0.4,7,23.202493
0.4,7,23.206494
0.6,5,23.212458
0.5,6,23.216461
0.7,4,23.221498
0.8,3,23.224463
1.0,1,23.224463
0.5,6,23.229977
1.0,1,23.232976
0.6,5,23.235976
0.5,6,23.240976
0.9,2,23.242006
1.0,1,23.242006
1.0,1,23.244005
0.8,3,23.245004
0.9,2,23.249004
0.6,5,23.252004
0.7,4,23.255976
0.7,4,23.262005
0.7,4,23.265004
1.0,1,23.266005
0.9,2,23.267973
1.0,1,23.268973
0.9,2,23.270973
0.3,8,23.279004
1.0,1,23.280004
0.2,9,23.286975
0.9,2,23.289004
0.7,4,23.295004
0.6,5,23.298004
0.8,3,23.300979
0.8,3,23.303004
0.4,7,23.309978
-0.2,13,23.31901
0.9,2,23.322013
0.9,2,23.322013
0.5,6,23.327515
1.0,1,23.328521
1.0,1,23.330524
0.4,7,23.336522
0.9,2,23.339527
1.0,1,23.339527
0.5,6,23.344521
0.8,3,23.347555
0.5,6,23.35352
0.7,4,23.35652
0.0,11,23.364519
1.0,1,23.366518
1.0,1,23.368521
0.7,4,23.371521
1.0,1,23.372521
0.3,8,23.378521
0.6,5,23.382521
0.9,2,23.384521
0.6,5,23.389557
0.6,5,23.394518
0.7,4,23.397518
-0.1,12,23.40752
0.7,4,23.411522
1.0,1,23.413528
0.3,8,23.421529
0.5,6,23.42453
0.6,5,23.42904
1.0,1,23.43104
0.5,6,23.435037
1.0,1,23.436037
0.5,6,23.441037
1.0,1,23.442037
0.0,11,23.455041
0.6,5,23.459073
0.7,4,23.462041
0.6,5,23.466074
1.0,1,23.468076
0.5,6,23.471073
1.0,1,23.472081
0.1,10,23.479068
1.0,1,23.480078
0.4,7,23.485037
0.9,2,23.488037
0.7,4,23.491037
0.9,2,23.493037
0.6,5,23.496037
0.2,9,23.505075
0.8,3,23.508074
0.6,5,23.512073
0.5,6,23.517078
0.5,6,23.520076
-0.8,19,23.53559
1.0,1,23.537589
0.9,2,23.53959
1.0,1,23.53959
0.3,8,23.546593
0.9,2,23.549589
0.1,10,23.556623
1.0,1,23.557617
0.8,3,23.560591
0.5,6,23.565588
0.6,5,23.568587
0.4,7,23.575588
0.8,3,23.576591
0.7,4,23.58259
0.8,3,23.58659
1.0,1,23.58659
0.7,4,23.590622
1.0,1,23.594593
0.5,6,23.599589
0.5,6,23.604587
0.7,4,23.607591
0.9,2,23.610592
1.0,1,23.610592
1.0,1,23.612592
0.8,3,23.6136
1.0,1,23.6156
0.6,5,23.618601
1.0,1,23.619601
0.9,2,23.621601
0.6,5,23.625601
0.5,6,23.630121
1.0,1,23.635118
0.8,3,23.636117
0.8,3,23.639116
0.7,4,23.643119
0.6,5,23.647118
1.0,1,23.650147
1.0,1,23.650147
0.7,4,23.653147
1.0,1,23.654145
0.5,6,23.660152
-0.1,12,23.673115
0.8,3,23.674114
0.8,3,23.678139
0.6,5,23.681117
1.0,1,23.684118
-0.2,13,23.693145
0.6,5,23.696145
1.0,1,23.697117
0.7,4,23.700145
0.4,7,23.706155
0.6,5,23.712147
0.7,4,23.71518
0.4,7,23.721151
1.0,1,23.721151
0.6,5,23.727657
0.2,9,23.733663
0.8,3,23.737663
0.6,5,23.740663
0.9,2,23.741663
1.0,1,23.742665
0.8,3,23.745664
0.6,5,23.750664
0.7,4,23.754705
0.8,3,23.755697
0.9,2,23.758699
0.9,2,23.759695
1.0,1,23.762699
0.5,6,23.766665
0.6,5,23.770699
0.3,8,23.777663
0.3,8,23.78666
0.9,2,23.78966
0.7,4,23.79266
0.3,8,23.800663
0.4,7,23.806664
0.5,6,23.810664
0.6,5,23.814669
0.0,11,23.823698
0.5,6,23.829269
0.8,3,23.830269
0.8,3,23.83527
0.5,6,23.840269
0.6,5,23.843282
0.6,5,23.846273
1.0,1,23.846273
0.9,2,23.850245
0.5,6,23.854269
0.5,6,23.860241
0.9,2,23.860241
0.5,6,23.866241
0.6,5,23.872241
0.4,7,23.87724
1.0,1,23.87724
0.9,2,23.880243
0.2,9,23.888244
0.6,5,23.891241
0.8,3,23.894242
-0.2,13,23.903241
0.9,2,23.905241
1.0,1,23.905241
0.8,3,23.911239
0.9,2,23.911239
0.7,4,23.915242
0.5,6,23.921244
0.7,4,23.925245
0.5,6,23.930788
0.7,4,23.934762
0.9,2,23.937756
1.0,1,23.937756
0.3,8,23.944759
0.5,6,23.950794
0.6,5,23.955796
0.7,4,23.95976
0.8,3,23.961759
0.8,3,23.964758
1.0,1,23.965756
1.0,1,23.96776
0.5,6,23.971758
0.6,5,23.975756
0.9,2,23.978756
0.5,6,23.983756
0.9,2,23.986756
0.8,3,23.989762
0.4,7,23.994794
1.0,1,23.997769
0.5,6,24.001756
1.0,1,24.001756
0.8,3,24.006759
0.7,4,24.010793
0.8,3,24.013826
0.6,5,24.019793
0.5,6,24.02779
0.6,5,24.032301
1.0,1,24.032301
0.8,3,24.036299
0.8,3,24.039332
0.6,5,24.042332
0.3,8,24.047297
1.0,1,24.048297
0.6,5,24.051297
1.0,1,24.055297
0.7,4,24.058298
0.8,3,24.059297
0.7,4,24.061297
0.3,8,24.067297
0.7,4,24.070299
0.7,4,24.074298
0.6,5,24.079299
0.9,2,24.080297
1.0,1,24.081297
0.3,8,24.088296
0.6,5,24.093334
0.3,8,24.099301
1.0,1,24.099301
0.8,3,24.1023
1.0,1,24.1033
0.9,2,24.104299
0.6,5,24.110334
0.8,3,24.111332
0.8,3,24.115338
1.0,1,24.11734
0.7,4,24.121375
0.4,7,24.127914
0.7,4,24.130977
1.0,1,24.131955
0.9,2,24.134953
0.7,4,24.138955
1.0,1,24.138955
0.5,6,24.144918
0.7,4,24.147918
1.0,1,24.150919
-0.2,13,24.158918
0.6,5,24.163923
0.6,5,24.222926
0.2,9,24.237437
0.6,5,24.241438
1.0,1,24.241438
1.0,1,24.24344
0.6,5,24.247438
0.1,10,24.254439
0.1,10,24.264467
1.0,1,24.264467
0.8,3,24.267467
0.6,5,24.270467
0.9,2,24.273438
0.7,4,24.277466
0.4,7,24.283475
0.7,4,24.28744
0.9,2,24.291467
0.7,4,24.294467
0.6,5,24.299439
0.8,3,24.303444
0.5,6,24.306468
0.6,5,24.31244
0.8,3,24.313446
0.9,2,24.316449
0.5,6,24.320443
1.0,1,24.323473
0.5,6,24.326473
1.0,1,24.326473
0.6,5,24.334016
0.5,6,24.340044
1.0,1,24.340044
0.6,5,24.347015
1.0,1,24.347015
0.5,6,24.352016
0.6,5,24.358016
0.6,5,24.362013
0.1,10,24.369044
1.0,1,24.372044
0.8,3,24.375016
0.8,3,24.377016
0.6,5,24.380016
1.0,1,24.38302
0.6,5,24.388016
0.4,7,24.395015
0.6,5,24.398017
1.0,1,24.399017
0.1,10,24.406017
0.8,3,24.407015
0.5,6,24.414022
0.8,3,24.41702
0.4,7,24.422022
0.8,3,24.424021
0.6,5,24.428056
1.0,1,24.429603
0.9,2,24.430603
0.5,6,24.436631
0.9,2,24.437641
0.4,7,24.443603
0.9,2,24.445604
1.0,1,24.448603
0.1,10,24.454603
0.8,3,24.456604
0.6,5,24.459603
0.5,6,24.465603
1.0,1,24.466603
0.8,3,24.469603
0.4,7,24.474602
0.6,5,24.479638
-0.3,14,24.490636
0.7,4,24.493604
0.6,5,24.4986
0.9,2,24.5016
0.5,6,24.504636
0.6,5,24.510601
0.8,3,24.511601
1.0,1,24.513605
0.7,4,24.516606
0.8,3,24.517606
0.6,5,24.523606
0.6,5,24.528183
0.4,7,24.535225
0.5,6,24.54119
1.0,1,24.54119
0.7,4,24.544191
0.6,5,24.549222
0.5,6,24.553189
1.0,1,24.553189
0.1,10,24.561225
0.9,2,24.563193
0.0,11,24.57319
0.5,6,24.579189
0.7,4,24.583187
1.0,1,24.584187
1.0,1,24.584187
0.6,5,24.588217
0.3,8,24.595218
1.0,1,24.597217
0.3,8,24.604189
1.0,1,24.606212
0.8,3,24.609224
0.8,3,24.611226
0.7,4,24.614263
0.8,3,24.617264
0.5,6,24.625264
1.0,1,24.625264
0.7,4,24.62873
0.2,9,24.634769
0.6,5,24.637771
1.0,1,24.641735
0.6,5,24.644735
1.0,1,24.645736
1.0,1,24.645736
0.6,5,24.651739
0.6,5,24.654738
0.9,2,24.655737
-0.1,12,24.664738
0.7,4,24.667736
0.5,6,24.672735
0.9,2,24.674738
1.0,1,24.677768
0.5,6,24.680768
1.0,1,24.681736
1.0,1,24.684738
0.5,6,24.688769
1.0,1,24.688769
0.8,3,24.692732
0.4,7,24.698736
0.6,5,24.702735
0.3,8,24.709734
0.7,4,24.712735
1.0,1,24.71374
0.7,4,24.71774
0.5,6,24.72378
